,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
1053,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,2,2019-01-23 14:20:16,2019-01-23 14:20:14,1445,2019-01-23 14:20:12,2019-01-23 13:56:07,17,7,6,1,0.6727272727272727,0.9661703340115837,0.08485108356862592,0.9347467608517327,0.14998711437247367,"[224, 224]",512,0,0,3449,5248519,,2048.0,/mnt/seals/models/3449/,max,resnet50,5.0,LSTM,2.0,True
1834,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 16:59:40,2019-01-21 16:59:38,371,2019-01-21 16:59:36,2019-01-21 16:53:25,9,3,2,1,0.6436085431941345,0.9468895199966122,0.13148202644987592,0.9347429110419356,0.17187492521532013,"[224, 224]",128,128,512,1602,168199,,512.0,/mnt/seals/models/1602/,max,vgg16,3.0,SimpleRNN,1.0,True
1047,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 12:22:13,2019-01-21 12:22:11,742,2019-01-21 12:22:10,2019-01-21 12:09:47,27,9,10,5,0.6413771118903411,0.9522708728799985,0.11936008576188983,0.9347429078069985,0.16815179240142117,"[224, 224]",128,128,256,1610,133383,,512.0,/mnt/seals/models/1610/,max,vgg16,3.0,SimpleRNN,1.0,True
3148,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,23,2019-01-22 14:44:12,2019-01-22 14:43:48,1469,2019-01-22 14:43:26,2019-01-22 14:18:56,14,5,4,2,0.6762360446570973,0.9591772793328674,0.1017744889963593,0.9347244676728076,0.15895751699079735,"[224, 224]",128,0,0,3197,247047,,512.0,/mnt/seals/models/3197/,max,vgg16,5.0,GRU,2.0,True
309,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 19:42:16,2019-01-21 19:42:14,859,2019-01-21 19:42:12,2019-01-21 19:27:52,20,6,7,4,0.6512591648071406,0.9624366978501422,0.09322173534746464,0.9347206315842556,0.16134458787260544,"[224, 224]",128,256,256,2091,575879,,2048.0,/mnt/seals/models/2091/,max,resnet50,3.0,SimpleRNN,2.0,True
3371,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 19:33:57,2019-01-21 19:33:54,970,2019-01-21 19:33:51,2019-01-21 19:17:41,9,3,1,2,0.6981192221868027,0.9651214765631831,0.08485012545072083,0.9346983522009418,0.1701621276164382,"[224, 224]",512,256,128,1329,2985991,,512.0,/mnt/seals/models/1329/,max,vgg16,3.0,LSTM,2.0,True
1666,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,4,2019-01-21 21:41:40,2019-01-21 21:41:35,720,2019-01-21 21:41:31,2019-01-21 21:29:31,13,4,1,5,0.6566783551163532,0.9594971248243747,0.10250451258433016,0.9346760692108592,0.16192694302794713,"[224, 224]",256,256,0,1979,723207,,2048.0,/mnt/seals/models/1979/,max,resnet50,3.0,SimpleRNN,2.0,True
2727,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,11,2019-01-22 06:19:36,2019-01-22 06:19:24,1708,2019-01-22 06:19:15,2019-01-22 05:50:46,25,5,7,10,0.6568690095846645,0.9518085846445173,0.12005639796965162,0.9346671051515494,0.16475613055638352,"[224, 224]",512,512,128,4370,854023,,512.0,/mnt/seals/models/4370/,max,vgg16,10.0,SimpleRNN,1.0,True
2554,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,16,2019-01-22 09:49:25,2019-01-22 09:49:08,1856,2019-01-22 09:48:55,2019-01-22 09:17:58,22,3,6,10,0.6867623604465709,0.9612076735970924,0.09556789658094986,0.9346352932456132,0.16391607252101922,"[224, 224]",128,128,512,3136,414343,,512.0,/mnt/seals/models/3136/,max,vgg16,5.0,LSTM,1.0,True
2767,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,13,2019-01-22 06:35:46,2019-01-22 06:35:32,1590,2019-01-22 06:35:21,2019-01-22 06:08:50,23,4,9,7,0.6870813397129187,0.9631719610865189,0.0903401201165383,0.9346130007364033,0.16134593660911817,"[224, 224]",128,256,0,3132,280967,,512.0,/mnt/seals/models/3132/,max,vgg16,5.0,GRU,1.0,True
1110,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,15,2019-01-22 10:16:56,2019-01-22 10:16:40,1531,2019-01-22 10:16:28,2019-01-22 09:50:57,18,7,7,1,0.6402555910543131,0.9499376927383862,0.12531913265490421,0.9346001166669828,0.16727752046366712,"[224, 224]",512,256,0,4410,657927,,512.0,/mnt/seals/models/4410/,max,vgg16,10.0,SimpleRNN,1.0,True
2020,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,2,2019-01-21 16:55:51,2019-01-21 16:55:49,745,2019-01-21 16:55:47,2019-01-21 16:43:21,18,5,8,2,0.6802677717564551,0.9483758197689801,0.127509687369219,0.9345869545035264,0.17409482239487017,"[224, 224]",256,256,128,1460,690183,,512.0,/mnt/seals/models/1460/,max,vgg16,3.0,GRU,1.0,True
481,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,14,2019-01-22 10:22:25,2019-01-22 10:22:10,1453,2019-01-22 10:21:59,2019-01-22 09:57:45,18,2,8,5,0.6434504792332268,0.9499755361002841,0.12465641451206828,0.934577788849032,0.16280308640182073,"[224, 224]",128,256,128,4658,148871,,512.0,/mnt/seals/models/4658/,max,vgg16,10.0,SimpleRNN,1.0,True
2761,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:09:27,2019-01-20 23:09:27,215,2019-01-20 23:09:26,2019-01-20 23:05:51,13,6,1,3,0.7113237639553429,0.9691639857402974,0.07448073586318785,0.9345684122205823,0.20192667993527375,"[224, 224]",128,0,0,495,328711,,512.0,/mnt/seals/models/495/,max,vgg16,5.0,,,True
3426,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,20,2019-01-22 16:34:12,2019-01-22 16:33:52,1963,2019-01-22 16:33:37,2019-01-22 16:00:54,22,2,8,9,0.6517571884984026,0.9519197497514466,0.11859123263258964,0.934555456876084,0.16778410834683297,"[224, 224]",128,512,256,4618,281223,,512.0,/mnt/seals/models/4618/,max,vgg16,10.0,SimpleRNN,1.0,True
400,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 19:55:25,2019-01-21 19:55:22,986,2019-01-21 19:55:20,2019-01-21 19:38:54,16,4,8,1,0.6445648708957603,0.9631609752794663,0.09087775365295055,0.9345423936174575,0.17355881207486057,"[224, 224]",256,512,256,1928,2625031,,2048.0,/mnt/seals/models/1928/,max,resnet50,3.0,LSTM,1.0,True
3200,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,3,2019-01-21 17:46:54,2019-01-21 17:46:50,588,2019-01-21 17:46:47,2019-01-21 17:36:59,10,1,5,1,0.6812240994580809,0.9405361715123873,0.1459235244627946,0.9345201152380898,0.16824828262114927,"[224, 224]",512,128,128,1363,657031,,512.0,/mnt/seals/models/1363/,max,vgg16,3.0,SimpleRNN,2.0,True
1544,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 15:49:06,2019-01-20 15:49:04,367,2019-01-20 15:49:02,2019-01-20 15:42:54,13,2,6,2,0.6834555307618744,0.9741360102058443,0.061378331101028506,0.9344978317274426,0.259825077918791,"[224, 224]",512,512,256,257,1182727,,512.0,/mnt/seals/models/257/,max,vgg16,3.0,,,True
604,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-20 23:53:34,2019-01-20 23:53:33,670,2019-01-20 23:53:31,2019-01-20 23:42:21,25,5,10,7,0.6990415335463258,0.965325833649846,0.09227953067480482,0.934488476179808,0.2502941466954098,"[224, 224]",512,128,512,648,2757255,,512.0,/mnt/seals/models/648/,max,vgg16,10.0,,,True
3127,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,7,2019-01-23 17:52:15,2019-01-23 17:52:08,3436,2019-01-23 17:52:03,2019-01-23 16:54:47,15,8,3,1,0.6440894568690096,0.9618016517064231,0.09489724818728681,0.9344661461446165,0.16501057559752993,"[299, 299]",512,256,256,3881,5641223,,1536.0,/mnt/seals/models/3881/,max,inception_resnet_v2,10.0,LSTM,2.0,True
1781,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,0,2019-01-20 20:51:36,2019-01-20 20:51:35,335,2019-01-20 20:51:34,2019-01-20 20:45:59,12,5,2,2,0.6448836467963022,0.9656192707471694,0.08227660587162704,0.9344087135248904,0.17399288530804854,"[224, 224]",256,512,512,336,1970951,,2048.0,/mnt/seals/models/336/,max,resnet50,3.0,,,True
2413,image_mlp_frozen,32,3,3139,60597,6416,0.2,1.0,0,2019-01-20 13:39:39,2019-01-20 13:39:39,262,2019-01-20 13:39:38,2019-01-20 13:35:16,18,7,6,2,0.6626314112774769,0.9618062324096404,0.09484910231588292,0.9344050768307617,0.17980224455235308,"[224, 224]",256,0,256,93,133127,,512.0,/mnt/seals/models/93/,max,vgg16,1.0,,,True
3104,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,17,2019-01-22 11:32:20,2019-01-22 11:32:03,1236,2019-01-22 11:31:49,2019-01-22 11:11:13,12,5,3,1,0.6402555910543131,0.9505810337867261,0.121257433969662,0.9343991602685683,0.16545643615756195,"[224, 224]",256,512,0,4506,332039,,512.0,/mnt/seals/models/4506/,max,vgg16,10.0,SimpleRNN,1.0,True
2165,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,18,2019-01-22 11:25:20,2019-01-22 11:25:01,1571,2019-01-22 11:24:47,2019-01-22 10:58:35,16,4,6,3,0.6468899521531101,0.966557525407754,0.0833439322009309,0.9343677723452393,0.1763518535893657,"[224, 224]",128,512,512,3588,1168263,,2048.0,/mnt/seals/models/3588/,max,resnet50,5.0,GRU,1.0,True
1970,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,35,2019-01-23 08:40:55,2019-01-23 08:40:20,2513,2019-01-23 08:39:55,2019-01-23 07:58:01,11,1,1,6,0.6543130990415336,0.9691622259620839,0.08049276061034726,0.9343545049680475,0.1673114591369259,"[224, 224]",512,512,128,4884,4262919,,2048.0,/mnt/seals/models/4884/,max,resnet50,10.0,GRU,1.0,True
2377,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 19:39:45,2019-01-21 19:39:43,554,2019-01-21 19:39:40,2019-01-21 19:30:25,13,4,1,5,0.6710232706407395,0.9557955275991009,0.10977252529814667,0.9343418797997483,0.1616106957885078,"[224, 224]",128,0,0,1661,247047,,512.0,/mnt/seals/models/1661/,max,vgg16,3.0,GRU,2.0,True
2495,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,12,2019-01-22 05:40:20,2019-01-22 05:40:07,1719,2019-01-22 05:39:55,2019-01-22 05:11:16,25,5,7,10,0.6931419457735247,0.9640455032402078,0.08843822211333005,0.9343231847967846,0.15907221308882616,"[224, 224]",128,512,256,3084,445319,,512.0,/mnt/seals/models/3084/,max,vgg16,5.0,GRU,1.0,True
2252,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,6,2019-01-21 23:10:10,2019-01-21 23:10:04,929,2019-01-21 23:09:57,2019-01-21 22:54:28,16,8,4,1,0.6713420465412815,0.9630453750785706,0.09265070593958222,0.9343195975533293,0.15418263066952778,"[224, 224]",256,0,0,2045,1772039,,2048.0,/mnt/seals/models/2045/,max,resnet50,3.0,GRU,2.0,True
1745,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,1,2019-01-21 11:40:49,2019-01-21 11:40:48,871,2019-01-21 11:40:47,2019-01-21 11:26:16,17,8,4,2,0.6467963021995538,0.9530163816052589,0.1161525135066624,0.9343195966609329,0.1786568879021456,"[224, 224]",512,256,256,1320,2298119,,512.0,/mnt/seals/models/1320/,max,vgg16,3.0,LSTM,1.0,True
1273,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,0,2019-01-20 11:48:22,2019-01-20 11:48:21,245,2019-01-20 11:48:21,2019-01-20 11:44:15,12,4,2,3,0.6642242752468939,0.9718208695834294,0.06836432215096658,0.934316011735626,0.18613929134280308,"[224, 224]",512,128,256,73,363143,,512.0,/mnt/seals/models/73/,max,vgg16,1.0,,,True
1589,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,16,2019-01-22 09:46:53,2019-01-22 09:46:37,2072,2019-01-22 09:46:23,2019-01-22 09:11:51,24,3,10,8,0.6382775119617226,0.9688287340536157,0.07866150927451242,0.9342563044414687,0.16587271691112782,"[224, 224]",256,256,256,3500,1903623,,2048.0,/mnt/seals/models/3500/,max,resnet50,5.0,GRU,1.0,True
188,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,9,2019-01-22 02:44:33,2019-01-22 02:44:23,931,2019-01-22 02:44:14,2019-01-22 02:28:43,9,1,3,2,0.6899521531100479,0.960527727222263,0.09702649758761603,0.9342563031764513,0.17002429051345655,"[224, 224]",512,256,0,2876,1707527,,512.0,/mnt/seals/models/2876/,max,vgg16,5.0,GRU,1.0,True
7,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,8,2019-01-23 22:11:42,2019-01-23 22:11:33,2997,2019-01-23 22:11:27,2019-01-23 21:21:30,17,2,1,11,0.6306709265175718,0.9570688419761333,0.10529097958351437,0.9342428633256717,0.1670387363146901,"[299, 299]",256,128,128,4053,1689735,,1536.0,/mnt/seals/models/4053/,max,inception_resnet_v2,10.0,GRU,2.0,True
1404,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,16,2019-01-24 11:51:43,2019-01-24 11:51:27,1410,2019-01-24 11:51:11,2019-01-24 11:27:41,10,3,1,3,0.7054313099041534,0.960756223317884,0.09830525190718244,0.9342428630461876,0.16078070843916603,"[224, 224]",128,0,0,4733,247047,,512.0,/mnt/seals/models/4733/,max,vgg16,10.0,GRU,2.0,True
3385,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,9,2019-01-21 23:41:57,2019-01-21 23:41:47,1655,2019-01-21 23:41:39,2019-01-21 23:14:04,13,2,2,6,0.6595473382212305,0.96903304325458,0.07591672551489838,0.9342304810612037,0.16682370581518316,"[224, 224]",512,256,256,1833,6231047,,2048.0,/mnt/seals/models/1833/,max,resnet50,3.0,LSTM,2.0,True
1445,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 21:02:11,2019-01-20 21:02:10,301,2019-01-20 21:02:09,2019-01-20 20:57:07,11,2,1,5,0.6200191265540325,0.965708919755277,0.08199921433048839,0.9342304757440083,0.1692621745843108,"[224, 224]",128,512,512,352,1118855,,2048.0,/mnt/seals/models/352/,max,resnet50,3.0,,,True
2192,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,25,2019-01-22 22:30:10,2019-01-22 22:29:44,2320,2019-01-22 22:29:30,2019-01-22 21:50:49,24,8,9,4,0.642811501597444,0.955072592397378,0.11332531038788118,0.9342205321911761,0.1688934555134575,"[224, 224]",128,128,128,5202,312583,,2048.0,/mnt/seals/models/5202/,max,resnet50,10.0,SimpleRNN,1.0,True
2310,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,18,2019-01-22 11:37:28,2019-01-22 11:37:10,1353,2019-01-22 11:36:54,2019-01-22 11:14:20,12,3,1,5,0.6666666666666667,0.9631318269413625,0.09151761026366508,0.9342117191253977,0.16281686615333724,"[224, 224]",128,256,512,3620,1004167,,2048.0,/mnt/seals/models/3620/,max,resnet50,5.0,GRU,1.0,True
1762,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,20,2019-01-22 13:16:14,2019-01-22 13:15:54,2213,2019-01-22 13:15:36,2019-01-22 12:38:42,18,2,3,10,0.6491228070175439,0.9657666169875426,0.08585539939300241,0.9342117180092058,0.15967420030027143,"[224, 224]",256,128,128,3536,2410631,,2048.0,/mnt/seals/models/3536/,max,resnet50,5.0,LSTM,1.0,True
138,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 12:23:08,2019-01-21 12:23:06,710,2019-01-21 12:23:04,2019-01-21 12:11:14,17,6,7,1,0.6761236850494103,0.9598014619768462,0.10056012981354195,0.9342082007854935,0.1684334697161179,"[224, 224]",256,128,128,1492,640903,,512.0,/mnt/seals/models/1492/,max,vgg16,3.0,GRU,1.0,True
3266,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 20:04:18,2019-01-21 20:04:16,662,2019-01-21 20:04:14,2019-01-21 19:53:11,11,2,4,2,0.6423334395919669,0.9596905805703432,0.10133063018348076,0.934185920621333,0.1621719784964938,"[224, 224]",256,256,256,1964,1903623,,2048.0,/mnt/seals/models/1964/,max,resnet50,3.0,GRU,1.0,True
344,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,16,2019-01-22 10:23:28,2019-01-22 10:23:11,2148,2019-01-22 10:22:58,2019-01-22 09:47:10,25,5,11,6,0.6666666666666667,0.9692135641546845,0.07726015952787484,0.934122543730837,0.16028620352905787,"[224, 224]",256,128,512,3524,1872775,,2048.0,/mnt/seals/models/3524/,max,resnet50,5.0,GRU,1.0,True
1614,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 16:12:36,2019-01-20 16:12:35,224,2019-01-20 16:12:32,2019-01-20 16:08:47,9,3,1,2,0.7051322919987248,0.9664803807442859,0.08030339453544776,0.9341190817277282,0.18841477546257596,"[224, 224]",128,0,512,300,197639,,512.0,/mnt/seals/models/300/,max,vgg16,3.0,,,True
2071,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,31,2019-01-23 06:52:53,2019-01-23 06:52:22,2359,2019-01-23 06:52:01,2019-01-23 06:12:42,25,8,13,1,0.6412140575079872,0.9567731872007791,0.110150606408978,0.9341088922070726,0.15641521767047317,"[224, 224]",256,0,0,5115,591879,,2048.0,/mnt/seals/models/5115/,max,resnet50,10.0,SimpleRNN,2.0,True
2472,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 17:13:14,2019-01-21 17:13:12,879,2019-01-21 17:13:09,2019-01-21 16:58:30,18,6,2,7,0.6895122728721709,0.959088981448851,0.10139343985915233,0.9340076869306011,0.15773231584023328,"[224, 224]",256,128,512,1472,889991,,512.0,/mnt/seals/models/1472/,max,vgg16,3.0,LSTM,1.0,True
1839,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,2,2019-01-23 14:58:57,2019-01-23 14:58:54,1085,2019-01-23 14:58:52,2019-01-23 14:40:47,14,4,6,1,0.6743221690590111,0.9640974435505794,0.09085761328376053,0.9339887844340483,0.1537405579128813,"[224, 224]",256,0,0,3577,2362119,,2048.0,/mnt/seals/models/3577/,max,resnet50,5.0,LSTM,2.0,True
584,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,14,2019-01-22 07:49:03,2019-01-22 07:48:49,1672,2019-01-22 07:48:36,2019-01-22 07:20:43,12,4,4,1,0.6625199362041467,0.9645767113832215,0.08930945528789998,0.9339664893203907,0.16460125122251879,"[224, 224]",512,128,128,3408,5328007,,2048.0,/mnt/seals/models/3408/,max,resnet50,5.0,LSTM,1.0,True
2499,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,2,2019-01-25 00:28:06,2019-01-25 00:28:04,1883,2019-01-25 00:28:03,2019-01-24 23:56:40,20,3,1,13,0.6575079872204472,0.9532726566506019,0.11693560016564489,0.9339525963075834,0.1561628631844525,"[224, 224]",256,256,512,5028,1971207,,2048.0,/mnt/seals/models/5028/,max,resnet50,10.0,GRU,1.0,True
1032,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,6,2019-01-23 17:24:23,2019-01-23 17:24:17,2922,2019-01-23 17:24:12,2019-01-23 16:35:30,12,2,3,4,0.6591054313099042,0.9611630422843722,0.09680662735477323,0.9339079349515735,0.16844449638295597,"[299, 299]",512,256,128,3889,5312519,,1536.0,/mnt/seals/models/3889/,max,inception_resnet_v2,10.0,LSTM,2.0,True
2134,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 15:52:37,2019-01-20 15:52:36,386,2019-01-20 15:52:34,2019-01-20 15:46:08,15,6,2,4,0.6729359260439911,0.9743412611699231,0.061331166025619846,0.9338962825030293,0.22844984744462235,"[224, 224]",512,256,256,261,985863,,512.0,/mnt/seals/models/261/,max,vgg16,3.0,,,True
1238,image_mlp_frozen,32,3,3139,60597,6416,0.2,1.0,1,2019-01-20 14:34:07,2019-01-20 14:34:05,284,2019-01-20 14:34:03,2019-01-20 14:29:19,18,5,3,7,0.6145269194010832,0.9595336103153294,0.2381145813813012,0.9338929709650929,0.5283787645715431,"[224, 224]",0,512,128,178,0,,2048.0,/mnt/seals/models/178/,max,resnet50,1.0,,,True
1223,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,7,2019-01-23 21:29:20,2019-01-23 21:29:12,2490,2019-01-23 21:29:06,2019-01-23 20:47:35,20,6,7,4,0.6217252396166134,0.9504627719168478,0.1276662522532588,0.9338856146051646,0.16208480936208716,"[299, 299]",256,128,128,4048,1886343,,1536.0,/mnt/seals/models/4048/,max,inception_resnet_v2,10.0,LSTM,1.0,True
1145,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,24,2019-01-22 16:53:35,2019-01-22 16:53:10,2976,2019-01-22 16:52:51,2019-01-22 16:03:14,15,7,1,4,0.5971246006389777,0.9407062258058657,0.14977154127784584,0.9338856073013132,0.1648077478526942,"[299, 299]",512,512,256,3848,4592135,,1536.0,/mnt/seals/models/3848/,max,inception_resnet_v2,10.0,LSTM,1.0,True
1077,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 17:35:57,2019-01-21 17:35:54,578,2019-01-21 17:35:52,2019-01-21 17:26:13,9,1,3,2,0.6684730634364042,0.9583670652200313,0.10341258208119694,0.9338517217285099,0.16901945533301782,"[224, 224]",256,256,128,1456,887047,,512.0,/mnt/seals/models/1456/,max,vgg16,3.0,LSTM,1.0,True
3276,image_mlp_frozen,32,3,3139,60597,6416,0.2,3.0,0,2019-01-20 13:42:53,2019-01-20 13:42:53,444,2019-01-20 13:42:52,2019-01-20 13:35:27,25,7,7,8,0.6613571201019433,0.9726412784890561,0.0660546239493324,0.9338484345528848,0.1833342082631261,"[224, 224]",256,128,128,90,181639,,512.0,/mnt/seals/models/90/,max,vgg16,1.0,,,True
1824,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,11,2019-01-22 03:50:34,2019-01-22 03:50:23,1883,2019-01-22 03:50:14,2019-01-22 03:18:51,21,8,2,8,0.6966507177033493,0.962140238617619,0.09376260486649471,0.9338327284609333,0.16705456878362077,"[224, 224]",512,512,512,2816,2628103,,512.0,/mnt/seals/models/2816/,max,vgg16,5.0,LSTM,1.0,True
703,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,11,2019-01-22 04:33:06,2019-01-22 04:32:55,1233,2019-01-22 04:32:45,2019-01-22 04:12:11,10,1,5,1,0.6800637958532696,0.9634765211064463,0.08986028342038847,0.9338327284609333,0.17538771038868006,"[224, 224]",512,256,128,2864,2264327,,512.0,/mnt/seals/models/2864/,max,vgg16,5.0,LSTM,1.0,True
2637,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,3,2019-01-21 13:15:03,2019-01-21 13:15:00,864,2019-01-21 13:14:56,2019-01-21 13:00:31,18,4,4,7,0.6662416321326108,0.9564372334972769,0.10701349180764455,0.933829446137881,0.17120696378364017,"[224, 224]",128,128,256,1608,379527,,512.0,/mnt/seals/models/1608/,max,vgg16,3.0,LSTM,1.0,True
3429,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 16:09:59,2019-01-20 16:09:57,336,2019-01-20 16:09:55,2019-01-20 16:04:18,13,4,2,4,0.685368186165126,0.972555338963331,0.06620299380094277,0.9338294432375926,0.23183457683527833,"[224, 224]",256,512,128,274,591623,,512.0,/mnt/seals/models/274/,max,vgg16,3.0,,,True
1981,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 19:22:11,2019-01-21 19:22:09,941,2019-01-21 19:22:07,2019-01-21 19:06:26,12,3,2,4,0.6321326107746255,0.9607097582514059,0.09874733123755003,0.9338071641889276,0.17180872439910527,"[224, 224]",512,128,512,1856,5380231,,2048.0,/mnt/seals/models/1856/,max,resnet50,3.0,LSTM,1.0,True
2049,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,13,2019-01-22 03:55:42,2019-01-22 03:55:29,1043,2019-01-22 03:55:16,2019-01-22 03:37:53,15,2,7,3,0.6464775262990118,0.9622196516088929,0.09610541476870323,0.9337848848427971,0.15955900983955812,"[224, 224]",128,0,0,2173,836871,,2048.0,/mnt/seals/models/2173/,max,resnet50,3.0,GRU,2.0,True
2897,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 16:02:42,2019-01-20 16:02:40,252,2019-01-20 16:02:38,2019-01-20 15:58:25,11,3,3,2,0.6907873764743385,0.9688584626113729,0.07269391787257783,0.9337848825746228,0.21380299502659497,"[224, 224]",256,0,512,284,395271,,512.0,/mnt/seals/models/284/,max,vgg16,3.0,,,True
3158,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 17:19:38,2019-01-21 17:19:35,614,2019-01-21 17:19:33,2019-01-21 17:09:18,19,1,3,12,0.6413771118903411,0.9474014666008304,0.1311165305871795,0.9337626041580719,0.16901148113881656,"[224, 224]",128,128,128,1618,115975,,512.0,/mnt/seals/models/1618/,max,vgg16,3.0,SimpleRNN,1.0,True
1759,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,21,2019-01-22 15:27:07,2019-01-22 15:26:45,2043,2019-01-22 15:26:26,2019-01-22 14:52:23,16,3,8,2,0.6484848484848484,0.9688972000174696,0.07831824974784934,0.9337435532896111,0.1718924141927307,"[224, 224]",256,128,0,3544,2394119,,2048.0,/mnt/seals/models/3544/,max,resnet50,5.0,LSTM,1.0,True
1857,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,5,2019-01-21 21:41:29,2019-01-21 21:41:24,1073,2019-01-21 21:41:19,2019-01-21 21:23:26,11,1,4,3,0.6518967166082243,0.9631279463134328,0.09034586704239657,0.9337403266711006,0.1611940545899676,"[224, 224]",256,512,512,1925,3741959,,2048.0,/mnt/seals/models/1925/,max,resnet50,3.0,GRU,2.0,True
1064,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 20:08:09,2019-01-21 20:08:06,1241,2019-01-21 20:08:03,2019-01-21 19:47:22,30,6,2,19,0.6506216130060567,0.9638828927534742,0.09055989470964129,0.9337403235848963,0.1601680537182617,"[224, 224]",256,256,0,1980,1837831,,2048.0,/mnt/seals/models/1980/,max,resnet50,3.0,GRU,1.0,True
